,,,,Disease A,Disease A,,,,,Disease B,,Disease B,,,,,,,,,,,,,,,
Region_73,50,20,,0.04%,0.00%,0.17%,0.07%,0.10%,0.21%,0.10%,0.09%,0.15%,0.00%,0.00%,0.15%,0.11%,0.00%,0.14%,0.08%,0.00%,0.07%,0.40%,0.13%,0.00%,0.10%,0.00%,0.00%
Region_73,49,20,,0.08%,0.00%,0.22%,0.07%,0.00%,0.20%,0.00%,0.06%,0.18%,0.00%,0.07%,0.15%,0.11%,0.00%,0.14%,0.08%,0.00%,0.14%,0.39%,0.13%,0.00%,0.10%,0.09%,0.08%
Region_73,48,20,,0.12%,0.00%,0.17%,0.07%,0.09%,0.20%,0.00%,0.09%,0.18%,0.00%,0.15%,0.07%,0.22%,0.08%,0.28%,0.08%,0.00%,0.21%,0.39%,0.19%,0.16%,0.10%,0.00%,0.08%
Region_73,47,20,,0.04%,0.00%,0.06%,0.07%,0.00%,0.10%,0.00%,0.03%,0.14%,0.16%,0.07%,0.07%,0.00%,0.08%,0.00%,0.00%,0.00%,0.07%,0.39%,0.06%,0.00%,0.10%,0.00%,0.00%
Region_73,46,20,,0.00%,0.00%,0.11%,0.00%,0.00%,0.20%,0.10%,0.00%,0.11%,0.00%,0.00%,0.00%,0.11%,0.00%,0.14%,0.08%,0.00%,0.07%,0.00%,0.06%,0.00%,0.09%,0.00%,0.00%
Region_73,45,20,,0.04%,0.00%,0.16%,0.07%,0.00%,0.20%,0.00%,0.03%,0.14%,0.00%,0.00%,0.07%,0.11%,0.00%,0.14%,0.08%,0.00%,0.07%,0.38%,0.19%,0.15%,0.09%,0.00%,0.00%
Region_73,44,20,,0.04%,0.00%,0.05%,0.07%,0.00%,0.00%,0.00%,0.03%,0.04%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.38%,0.06%,0.00%,0.09%,0.00%,0.00%
Region_73,43,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,42,20,,0.00%,0.00%,0.11%,0.00%,0.00%,0.10%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.11%,0.00%,0.14%,0.16%,0.00%,0.07%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_73,41,20,,0.12%,0.00%,0.16%,0.07%,0.00%,0.20%,0.00%,0.03%,0.14%,0.00%,0.07%,0.07%,0.21%,0.08%,0.14%,0.08%,0.00%,0.07%,0.19%,0.12%,0.00%,0.09%,0.00%,0.00%
Region_73,40,20,,0.08%,0.00%,0.05%,0.14%,0.00%,0.10%,0.10%,0.03%,0.11%,0.00%,0.00%,0.07%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.19%,0.12%,0.15%,0.09%,0.00%,0.00%
Region_73,39,20,,0.00%,0.00%,0.05%,0.00%,0.09%,0.10%,0.00%,0.00%,0.04%,0.00%,0.07%,0.07%,0.00%,0.00%,0.00%,0.00%,0.13%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,38,20,,0.08%,0.00%,0.11%,0.07%,0.00%,0.00%,0.09%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.07%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_73,37,20,,0.04%,0.00%,0.00%,0.07%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.20%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,36,20,,0.00%,0.00%,0.11%,0.00%,0.00%,0.10%,0.09%,0.03%,0.03%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.09%,0.08%
Region_73,35,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.07%,0.10%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.06%,0.00%,0.00%,0.09%,0.08%
Region_73,34,20,,0.00%,0.00%,0.05%,0.06%,0.00%,0.00%,0.09%,0.03%,0.10%,0.00%,0.00%,0.13%,0.31%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.23%,0.14%,0.00%,0.00%,0.23%
Region_73,33,20,,0.04%,0.00%,0.00%,0.06%,0.00%,0.09%,0.00%,0.06%,0.03%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.08%,0.00%,0.06%,0.18%,0.12%,0.00%,0.00%,0.00%,0.00%
Region_73,32,20,,0.04%,0.00%,0.10%,0.00%,0.00%,0.00%,0.09%,0.06%,0.07%,0.00%,0.00%,0.07%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.18%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_73,31,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.09%,0.03%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.08%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,30,20,,0.00%,0.00%,0.10%,0.00%,0.00%,0.09%,0.00%,0.08%,0.03%,0.15%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.12%,0.06%,0.18%,0.00%,0.00%,0.00%,0.17%,0.08%
Region_73,29,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%
Region_73,28,20,,0.11%,0.00%,0.05%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,27,20,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,26,20,,0.04%,0.00%,0.00%,0.06%,0.00%,0.09%,0.00%,0.03%,0.00%,0.15%,0.00%,0.07%,0.10%,0.00%,0.13%,0.08%,0.12%,0.00%,0.18%,0.00%,0.00%,0.00%,0.08%,0.00%
Region_73,25,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.07%,0.24%,0.00%,0.00%,0.06%,0.00%,0.08%,0.08%,0.08%
Region_73,24,20,,0.04%,0.00%,0.05%,0.00%,0.00%,0.17%,0.00%,0.05%,0.00%,0.00%,0.00%,0.13%,0.10%,0.00%,0.00%,0.00%,0.00%,0.06%,0.18%,0.00%,0.14%,0.08%,0.00%,0.00%
Region_73,23,20,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.13%,0.20%,0.07%,0.00%,0.07%,0.00%,0.06%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_73,22,20,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%
Region_73,21,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,20,20,,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.07%
Region_73,19,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.29%,0.00%,0.06%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.08%,0.00%,0.00%
Region_73,18,20,,0.07%,0.06%,0.00%,0.05%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,17,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%
Region_73,16,20,,0.04%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.00%
Region_73,15,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,14,20,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.08%,0.00%,0.00%
Region_73,13,20,,0.00%,0.19%,0.05%,0.05%,0.16%,0.00%,0.00%,0.08%,0.09%,0.00%,0.12%,0.12%,0.09%,0.00%,0.00%,0.00%,0.11%,0.00%,0.17%,0.05%,0.00%,0.08%,0.00%,0.07%
Region_73,12,20,,0.04%,0.00%,0.09%,0.20%,0.16%,0.00%,0.00%,0.05%,0.03%,0.00%,0.06%,0.06%,0.00%,0.07%,0.00%,0.07%,0.23%,0.06%,0.17%,0.05%,0.00%,0.00%,0.08%,0.00%
Region_73,11,20,,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.16%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,10,20,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,9,20,,0.00%,0.00%,0.00%,0.05%,0.00%,0.08%,0.00%,0.08%,0.00%,0.00%,0.06%,0.12%,0.00%,0.07%,0.11%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_73,8,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.13%,0.00%,0.00%,0.07%
Region_73,7,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.03%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_73,6,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,5,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,4,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%
Region_73,3,20,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,2,20,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_73,1,20,,0.03%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.00%,0.00%,0.06%,0.09%,0.07%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_73,0,20,,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.08%,0.07%
Region_74,0,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,1,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,2,21,,0.00%,0.00%,0.00%,0.05%,0.07%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,3,21,,0.08%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%
Region_74,4,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%
Region_74,5,21,,0.00%,0.05%,0.04%,0.00%,0.00%,0.06%,0.06%,0.07%,0.00%,0.13%,0.10%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%
Region_74,6,21,,0.03%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,7,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%
Region_74,8,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,9,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%
Region_74,10,21,,0.03%,0.00%,0.04%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,11,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%
Region_74,12,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%
Region_74,13,21,,0.00%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,14,21,,0.09%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.04%,0.00%,0.06%,0.07%,0.00%
Region_74,15,21,,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.05%,0.00%,0.06%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.14%,0.06%
Region_74,16,21,,0.12%,0.00%,0.00%,0.00%,0.07%,0.06%,0.00%,0.07%,0.02%,0.00%,0.00%,0.17%,0.08%,0.00%,0.00%,0.00%,0.00%,0.10%,0.15%,0.09%,0.00%,0.07%,0.07%,0.06%
Region_74,17,21,,0.06%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.06%,0.08%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.04%,0.00%,0.07%,0.00%,0.06%
Region_74,18,21,,0.09%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.12%,0.02%,0.00%,0.00%,0.06%,0.08%,0.06%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.24%,0.07%,0.00%,0.06%
Region_74,19,21,,0.06%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.05%,0.06%,0.08%,0.00%,0.11%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.07%,0.00%,0.12%
Region_74,20,21,,0.15%,0.00%,0.12%,0.05%,0.00%,0.06%,0.00%,0.02%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.12%
Region_74,21,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%
Region_74,22,21,,0.00%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%
Region_74,23,21,,0.06%,0.05%,0.04%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.06%
Region_74,24,21,,0.09%,0.05%,0.08%,0.00%,0.08%,0.00%,0.07%,0.02%,0.02%,0.00%,0.05%,0.11%,0.08%,0.00%,0.00%,0.06%,0.00%,0.10%,0.00%,0.00%,0.12%,0.00%,0.14%,0.06%
Region_75,80,21,,0.07%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.14%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%
Region_74,25,21,,0.09%,0.05%,0.04%,0.05%,0.08%,0.00%,0.00%,0.05%,0.08%,0.13%,0.06%,0.11%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.06%
Region_75,79,21,,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.17%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%
Region_74,26,21,,0.06%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.02%,0.03%,0.00%,0.00%,0.06%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.30%,0.05%,0.00%,0.00%,0.00%,0.12%
Region_75,78,21,,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.06%,0.00%,0.08%,0.00%,0.00%
Region_74,27,21,,0.00%,0.00%,0.04%,0.05%,0.00%,0.00%,0.00%,0.05%,0.03%,0.14%,0.00%,0.00%,0.08%,0.07%,0.11%,0.07%,0.10%,0.10%,0.00%,0.05%,0.00%,0.00%,0.07%,0.06%
Region_75,77,21,,0.00%,0.13%,0.00%,0.00%,0.17%,0.08%,0.16%,0.00%,0.00%,0.00%,0.07%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%
Region_74,28,21,,0.09%,0.00%,0.04%,0.00%,0.00%,0.07%,0.00%,0.05%,0.00%,0.14%,0.06%,0.11%,0.08%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.06%
Region_75,76,21,,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%
Region_74,29,21,,0.06%,0.00%,0.04%,0.05%,0.00%,0.07%,0.00%,0.02%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.06%
Region_75,75,21,,0.00%,0.06%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,30,21,,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%
Region_75,74,21,,0.03%,0.00%,0.00%,0.17%,0.00%,0.08%,0.08%,0.05%,0.03%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.08%,0.09%,0.06%
Region_74,31,21,,0.06%,0.00%,0.09%,0.00%,0.08%,0.07%,0.00%,0.02%,0.00%,0.14%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.06%
Region_75,73,21,,0.00%,0.00%,0.09%,0.00%,0.00%,0.08%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.09%,0.06%
Region_74,32,21,,0.16%,0.11%,0.09%,0.00%,0.00%,0.14%,0.00%,0.05%,0.00%,0.00%,0.00%,0.06%,0.08%,0.00%,0.23%,0.00%,0.11%,0.15%,0.00%,0.00%,0.00%,0.07%,0.00%,0.13%
Region_75,72,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,33,21,,0.06%,0.00%,0.04%,0.00%,0.00%,0.14%,0.00%,0.02%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%
Region_75,71,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.14%,0.00%,0.00%,0.00%
Region_74,34,21,,0.16%,0.00%,0.04%,0.00%,0.16%,0.07%,0.07%,0.10%,0.03%,0.14%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.07%,0.19%
Region_75,70,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,35,21,,0.09%,0.05%,0.04%,0.06%,0.00%,0.07%,0.00%,0.07%,0.05%,0.00%,0.00%,0.06%,0.08%,0.00%,0.00%,0.00%,0.00%,0.05%,0.15%,0.00%,0.00%,0.07%,0.08%,0.06%
Region_75,69,21,,0.06%,0.12%,0.00%,0.08%,0.00%,0.08%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.11%,0.00%,0.00%,0.00%,0.08%,0.09%,0.06%
Region_74,36,21,,0.03%,0.00%,0.04%,0.00%,0.24%,0.07%,0.07%,0.05%,0.03%,0.00%,0.00%,0.06%,0.00%,0.07%,0.00%,0.07%,0.00%,0.05%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%
Region_75,68,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,37,21,,0.06%,0.05%,0.04%,0.06%,0.00%,0.14%,0.00%,0.02%,0.05%,0.00%,0.00%,0.06%,0.00%,0.07%,0.11%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.15%,0.13%
Region_75,67,21,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_74,38,21,,0.06%,0.00%,0.04%,0.00%,0.00%,0.14%,0.00%,0.05%,0.00%,0.00%,0.06%,0.06%,0.00%,0.07%,0.23%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.13%
Region_75,66,21,,0.00%,0.06%,0.00%,0.23%,0.16%,0.37%,0.60%,0.12%,0.03%,0.16%,0.12%,0.30%,0.25%,0.14%,0.50%,0.07%,0.46%,0.26%,0.00%,0.41%,0.13%,0.15%,0.60%,0.12%
Region_74,39,21,,0.03%,0.00%,0.04%,0.11%,0.00%,0.00%,0.07%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.05%,0.00%,0.00%,0.00%,0.07%,0.15%,0.00%
Region_75,65,21,,0.06%,0.06%,0.04%,0.23%,0.24%,0.37%,0.22%,0.05%,0.15%,0.00%,0.00%,0.18%,0.17%,0.14%,0.12%,0.00%,0.00%,0.10%,0.16%,0.26%,0.00%,0.07%,0.25%,0.06%
